seqname	type	rep1	rep2	rep3
FP012397_ATP6V1H_1	promoter	45124	85137	39901
FP002674_EPRS_1	promoter	44997	85509	37963
FP022292_KLHDC4_2	promoter	44870	83489	46418
FP015389_CTSD_1	promoter	44632	98783	19390
FP017974_PTGES3_1	promoter	44442	84268	100427
FP010010_TMEM30A_1	promoter	44425	83370	71147
FP004549_TNS1_1	promoter	44120	86553	130711
FP010506_TFB1M_1	promoter	44079	81316	55966
FP014903_RRP12_2	promoter	44065	80377	62186
FP016050_RAB3IL1_2	promoter	43846	84715	104818
FP019481_PNN_1	promoter	43455	83636	28364
FP029542_RPL10_2	promoter	43309	83073	119564
FP022662_DNAH2_1	promoter	43289	90048	55491
FP010203_FYN_1	promoter	43262	80843	39017
FP015153_TIAL1_1	promoter	43186	87620	53352
FP010742_TSPAN13_2	promoter	43112	83493	42581
FP001523_CSDE1_1	promoter	43055	83186	91433
FP003158_FOSL2_1	promoter	43024	92746	57264
FP026578_RPS5_1	promoter	43020	82656	88565
FP001548_FAM46C_1	promoter	43016	83777	66487
FP008161_THBS4_2	promoter	42932	84418	65802
FP027918_CABIN1_2	promoter	42854	73916	54714
FP020497_SCG3_1	promoter	42681	83982	85063
FP008687_RELL2_2	promoter	42648	85266	86245
FP019533_NIN_1	promoter	42613	80378	58933
FP020606_TPM1_3	promoter	42541	85652	85254
FP000545_TAF12_2	promoter	42447	82797	42391
FP005391_UBA7_2	promoter	42409	80926	96897
FP025080_ZNF563_2	promoter	42388	83290	126702
FP002198_CCDC181_2	promoter	42376	81965	105426
FP016335_RBM14_2	promoter	42364	81008	90405
FP001793_CHTOP_1	promoter	42315	78479	92065
FP011455_SLC12A9_1	promoter	42119	84304	87911
FP025976_DMWD_3	promoter	42049	77040	100160
FP003690_CIAO1_1	promoter	41864	77323	50939
FP010151_RTN4IP1_1	promoter	41862	85269	81625
FP000546_SRSF4_1	promoter	41843	77614	48800
FP001013_FGGY_2	promoter	41715	80134	98915
FP007403_SCLT1_1	promoter	41525	80551	192296
FP009892_CENPQ_1	promoter	41484	79731	54717
FP009471_MSH5_1	promoter	41377	77399	122274
FP001146_FUBP1_1	promoter	41354	83230	129843
FP006118_C3orf58_2	promoter	41149	76358	80799
FP019844_TTLL5_2	promoter	41022	79866	54490
FP003787_NCK2_2	promoter	41003	80122	80818
FP009703_CMTR1_3	promoter	40919	78131	47518
FP022661_EFNB3_1	promoter	40833	80317	66389
FP011011_PPIA_1	promoter	40803	73933	22295
FP013244_RUSC2_3	promoter	40594	80808	108858
FP023272_DHX58_1	promoter	40540	80793	54022
FP028630_MAP7D2_1	promoter	40401	74541	66639
FP011804_MRPS33_1	promoter	40391	75397	100182
FP000138_PHF13_1	promoter	40314	75673	34810
FP000511_FAM76A_1	promoter	40239	76702	74994
FP003350_EFEMP1_1	promoter	39823	78682	35280
FP010082_RNGTT_1	promoter	39790	76517	106659
FP000351_MUL1_1	promoter	39709	77582	100883
FP004974_RAF1_1	promoter	39501	75121	102997
FP012669_RPL30_2	promoter	39447	77256	111196
FP023460_LRRC46_1	promoter	39439	77940	86503
FP025780_TGFB1_1	promoter	39310	85755	93687
FP022187_TERF2IP_1	promoter	39272	73146	91072
FP006623_GRK4_1	promoter	39203	76262	46380
FP007070_FRAS1_1	promoter	39164	78511	62393
FP019423_G2E3_1	promoter	39143	73022	115204
FP010022_SH3BGRL2_3	promoter	39085	74266	68335
FP018944_MED4_1	promoter	39044	69588	76405
FP019727_VTI1B_2	promoter	39023	74179	13801
FP018684_EP400_2	promoter	38945	72015	87626
FP022722_NDEL1_1	promoter	38880	70576	50361
FP022039_NUTF2_1	promoter	38836	73700	118796
FP020420_SORD_1	promoter	38780	74836	45189
FP004950_GHRL_4	promoter	38752	75322	54009
FP007404_C4orf33_2	promoter	38738	75193	30071
FP026428_DNAAF3_1	promoter	38720	75914	76768
FP001296_DNTTIP2_1	promoter	38660	74460	92100
FP007865_NADK2_1	promoter	38616	75557	94252
FP022357_C17orf97_1	promoter	38541	70276	67134
FP002632_ATF3_1	promoter	38404	164632	217935
FP025139_IER2_3	promoter	38400	134442	55096
FP014671_USP54_1	promoter	38181	74504	107653
FP005381_MST1_1	promoter	37914	74913	75292
FP028837_PPP1R3F_1	promoter	37790	68021	73007
FP009607_KIFC1_1	promoter	37734	73683	82268
FP027938_GUCD1_1	promoter	37716	71210	94591
FP016053_BEST1_2	promoter	37699	77345	97374
FP010038_RWDD2A_1	promoter	37509	72098	105326
FP023939_GALR2_3	promoter	37472	65458	49871
FP002756_MRPL55_1	promoter	37083	66965	50205
FP010948_STARD3NL_1	promoter	36896	73353	75457
FP022657_TP53_1	promoter	36891	73263	97373
FP019977_UBR7_1	promoter	36816	70344	54111
FP013572_TGFBR1_1	promoter	36482	67205	28527
FP001272_RPAP2_1	promoter	36465	66444	51152
FP010767_ITGB8_1	promoter	36374	72143	99605
FP000140_THAP3_1	promoter	36337	68841	78578
FP006789_RFC1_1	promoter	36282	68887	48929
FP021770_STX4_1	promoter	36220	69884	176962
FP028817_KCND1_2	promoter	36216	69257	30485
FP002188_XCL1_3	promoter	36180	70854	115612
FP009003_RAB24_1	promoter	36128	68786	51352
FP007335_PRSS12_1	promoter	36066	66437	57601
FP019480_TRAPPC6B_1	promoter	35916	69713	147614
FP027082_PKIG_1	promoter	35914	67480	72851
FP015159_SEC23IP_1	promoter	35909	68951	107920
FP009209_NOL7_1	promoter	35738	70036	143833
FP025163_DDX39A_1	promoter	35653	67714	131893
FP021399_EMP2_2	promoter	35646	72268	56922
FP024372_C18orf25_2	promoter	35557	68092	55930
FP020033_BDKRB2_8	promoter	35492	70345	83300
FP007900_PTGER4_2	promoter	35288	61671	63023
FP006934_POLR2B_2	promoter	35218	69186	75255
FP010737_ANKMY2_1	promoter	35110	66947	10431
FP005062_NKIRAS1_1	promoter	35102	66917	97268
FP007263_INTS12_1	promoter	35082	72256	83597
FP000089_ARHGEF16_1	promoter	34643	104572	75334
FP018945_SUCLA2_1	promoter	34628	64944	72345
FP012376_UBE2V2_1	promoter	34537	67379	102038
FP018291_LTA4H_1	promoter	34448	65339	96630
FP027952_CRYBB3_3	promoter	34445	67568	66520
FP016247_POLA2_1	promoter	34415	63618	36934
FP020599_ICE2_1	promoter	34232	67220	46946
FP015721_RCN1_4	promoter	34193	62727	77364
FP012179_CHMP7_2	promoter	34149	67516	83939
FP018048_TSFM_2	promoter	34048	66583	93066
FP024583_ADNP2_1	promoter	34030	67799	95865
FP019632_C14orf39_1	promoter	34001	62396	92684
FP010449_NUP43_1	promoter	33921	65313	66290
FP021537_EEF2K_1	promoter	33708	63798	54104
FP022183_TMEM231_1	promoter	33693	66961	36584
FP012819_TMEM65_1	promoter	33656	63287	59496
FP028289_SGSM3_3	promoter	33653	66044	67452
FP007279_SGMS2_1	promoter	33641	68785	65417
FP006783_FAM114A1_2	promoter	33611	65968	44039
FP023973_MFSD11_3	promoter	33528	61944	29998
FP012425_SDCBP_1	promoter	33446	63583	24017
FP007297_GAR1_1	promoter	33413	65203	34720
FP011545_ATXN7L1_3	promoter	33396	64593	73210
FP022500_KIF1C_2	promoter	33275	69508	120578
FP003479_NAGK_2	promoter	33192	61533	112130
FP004150_CCDC173_1	promoter	33096	60042	32667
FP009090_RACK1_1	promoter	33087	64540	69092
FP020522_WDR72_1	promoter	32945	63546	79912
FP009307_ZNF184_2	promoter	32918	62579	36593
FP026811_POLR3F_1	promoter	32802	65258	83797
FP010974_HECW1_2	promoter	32741	63769	56970
FP022178_CHST5_2	promoter	32717	60312	43301
FP003330_PSME4_1	promoter	32592	59960	60168
FP019637_SIX1_1	promoter	32555	62416	31497
FP017089_NCAPD3_1	promoter	32533	64660	129657
FP022162_WDR59_1	promoter	32511	60821	50444
FP004212_ATF2_1	promoter	32475	63147	71846
FP013007_ZNF7_1	promoter	32425	60227	41553
FP002867_EXO1_1	promoter	32385	59411	38447
FP010626_ADAP1_3	promoter	32256	62753	45536
FP009440_BAG6_4	promoter	32220	56670	68192
FP018918_GPALPP1_1	promoter	32189	63963	88609
FP023634_VEZF1_1	promoter	32155	60814	71304
FP007359_NDNF_2	promoter	32150	58720	18001
FP022496_CAMTA2_2	promoter	32139	58753	66398
FP014663_FAM149B1_1	promoter	32130	63432	65303
FP008143_TBCA_1	promoter	32129	60993	35725
FP026101_BAX_1	promoter	32111	59335	54282
FP005295_SCAP_1	promoter	32078	59610	30412
FP013120_ACER2_1	promoter	31788	57714	49172
FP004418_NDUFB3_1	promoter	31781	60847	68258
FP027427_OPRL1_2	promoter	31646	60356	71875
FP027154_NCOA5_1	promoter	31613	61844	55431
FP026364_TFPT_1	promoter	31583	62776	90560
FP026925_CBFA2T2_2	promoter	31522	62142	65798
FP023206_RARA_2	promoter	31504	62829	91849
FP028977_NLGN3_2	promoter	31501	60099	47797
FP000825_RPS8_3	promoter	31480	62148	100330
FP015308_IFITM1_3	promoter	31477	63697	53003
FP015189_C10orf88_2	promoter	31359	62514	41028
FP009906_EFHC1_1	promoter	31278	60047	72438
FP020035_BDKRB2_4	promoter	31186	62972	64518
FP004169_METTL8_2	promoter	31170	58530	6773
FP028176_SH3BP1_5	promoter	31094	60899	88992
FP023958_CYGB_3	promoter	31094	56606	38364
FP011981_WDR60_1	promoter	31094	58929	39285
FP025677_MRPS12_1	promoter	31043	62990	124112
FP008058_CDK7_1	promoter	30995	63141	53671
FP015128_SHTN1_1	promoter	30927	70063	28233
FP002126_C1orf226_1	promoter	30892	57276	55562
FP012958_EXOSC4_1	promoter	30804	60046	45291
FP019675_ZBTB25_2	promoter	30678	55629	21948
FP024740_AES_4	promoter	30659	58063	59462
FP015360_PNPLA2_1	promoter	30649	60177	55588
FP021153_WDR90_2	promoter	30644	58191	305608
FP003776_MFSD9_1	promoter	30617	57348	76169
FP006003_NEK11_1	promoter	30592	62710	69140
FP008992_UIMC1_1	promoter	30527	56263	108668
FP000496_TRNP1_2	promoter	30453	52684	68251
FP019584_SOCS4_1	promoter	30398	57244	102860
FP005351_IMPDH2_1	promoter	30394	55948	62078
FP025106_IER2_1	promoter	30318	58141	45005
FP003523_MOB1A_1	promoter	30317	59642	73499
FP027368_YTHDF1_1	promoter	30302	52932	70785
FP028961_KIF4A_1	promoter	30258	55883	31332
FP013711_C9orf43_1	promoter	30200	59166	99485
FP003921_UGGT1_2	promoter	30183	57727	61372
FP009377_IER3_1	promoter	30136	59147	81991
FP024922_RPS28_1	promoter	29964	58753	51140
FP006716_NCAPG_1	promoter	29909	58305	37278
FP011401_MBLAC1_1	promoter	29906	58260	38377
FP019641_TRMT5_1	promoter	29904	57298	61545
FP006919_PPAT_1	promoter	29890	59280	81568
FP015403_IGF2_6	promoter	29867	56954	127867
FP003942_POTEI_1	promoter	29863	54570	22909
FP009512_SKIV2L_1	promoter	29853	52471	79799
FP004527_IKZF2_1	promoter	29836	55389	28756
FP007752_LPCAT1_1	promoter	29811	62343	63407
FP018425_FAM222A_1	promoter	29722	59046	132165
FP025042_TMEM205_1	promoter	29638	57672	98768
FP006139_HLTF_1	promoter	29486	56426	63879
FP025714_PSMC4_1	promoter	29416	55582	5182
FP008241_ERAP1_2	promoter	29411	57338	68421
FP016991_TBRG1_1	promoter	29223	58649	35832
FP008193_RASA1_3	promoter	29208	56353	77066
FP006753_RBPJ_3	promoter	29192	54632	49718
FP003705_ANKRD23_3	promoter	29146	57667	63102
FP000338_TMCO4_3	promoter	29095	55037	39658
FP014934_SLC25A28_2	promoter	29082	55857	32882
FP027504_C21orf59_1	promoter	29079	57425	48147
FP025955_FOSB_2	promoter	28983	57659	93769
FP012676_NIPAL2_1	promoter	28878	55056	89318
FP009985_KCNQ5_2	promoter	28871	59496	89396
FP011485_SH2B2_1	promoter	28850	55807	98887
FP001289_FNBP1L_1	promoter	28845	53135	35542
FP012234_ELP3_1	promoter	28809	53951	38723
FP002938_TRAPPC12_1	promoter	28675	56151	31695
FP027920_CABIN1_3	promoter	28618	54011	69618
FP016093_BSCL2_3	promoter	28548	56729	15682
FP006857_OCIAD1_1	promoter	28489	55731	85931
FP001246_LRRC8C_1	promoter	28487	51748	87464
FP010574_FGFR1OP_1	promoter	28447	51956	17242
FP008026_RGS7BP_3	promoter	28417	55594	38187
FP016338_SPTBN2_1	promoter	28337	51741	44351
FP000199_EXOSC10_1	promoter	28334	53444	56773
FP028178_PDXP_1	promoter	28299	52496	92463
FP007505_ARFIP1_2	promoter	28201	55027	77236
FP028208_CSNK1E_3	promoter	28168	56043	54429
FP005063_RPL15_1	promoter	28147	53027	34268
FP013461_CKS2_1	promoter	28135	54880	98379
FP024214_NAPG_1	promoter	28117	48623	63057
FP020878_KIAA1024_1	promoter	28092	53340	56968
FP002342_RGL1_3	promoter	28077	52754	29869
FP019017_DIAPH3_2	promoter	28076	54092	36107
FP029480_TREX2_2	promoter	28016	55257	35281
FP017944_NABP2_1	promoter	27999	54408	51449
FP013835_LRSAM1_1	promoter	27944	52917	77404
FP022415_RAP1GAP2_1	promoter	27879	54228	32779
FP004403_SGO2_1	promoter	27749	52196	56687
FP006502_TFRC_1	promoter	27695	51912	44181
FP024287_TAF4B_1	promoter	27690	53018	74866
FP006524_NCBP2_1	promoter	27680	49577	42167
FP027662_NDUFV3_2	promoter	27609	53910	11691
FP016114_NXF1_1	promoter	27590	50572	55885
FP020055_EVL_1	promoter	27525	53148	58981
FP025477_GRAMD1A_3	promoter	27521	57301	58728
FP025819_POU2F2_1	promoter	27482	53140	41329
FP009583_SLC39A7_1	promoter	27436	70752	124498
FP008582_TMCO6_1	promoter	27387	55616	71865
FP027833_AIFM3_2	promoter	27384	55400	32085
FP012820_RNF139_1	promoter	27378	53624	48382
FP026365_PRPF31_1	promoter	27353	52186	83337
FP021339_TFAP4_3	promoter	27318	51661	34289
FP020196_CHRFAM7A_2	promoter	27282	50910	63788
FP010099_MDN1_1	promoter	27259	52431	32697
FP007233_PPP3CA_3	promoter	27244	51449	61520
FP024342_GALNT1_2	promoter	27193	49175	24433
FP023636_SRSF1_1	promoter	27187	50128	58709
FP021785_VKORC1_3	promoter	27045	51833	84681
FP017679_AQP6_1	promoter	26899	55469	50978
