seqname	type	rep1	rep2	rep3
FP006561_GAK_1	promoter	59154	63262	80963
FP010208_FAM229B_1	promoter	58899	67532	87209
FP000470_ZNF593_1	promoter	58355	64164	79949
FP024810_DPP9_1	promoter	58106	65319	80895
FP016235_TM7SF2_2	promoter	57229	63112	79983
FP018562_SPPL3_1	promoter	56846	63894	80119
FP021692_INO80E_4	promoter	56714	79239	101996
FP017371_FAM234B_1	promoter	56674	61795	68526
FP003875_CCDC93_1	promoter	56152	64187	81483
FP022500_KIF1C_2	promoter	55806	86967	115899
FP009357_GNL1_1	promoter	55787	63155	84285
FP009703_CMTR1_3	promoter	55760	64132	82452
FP005405_SEMA3B_3	promoter	55594	65934	85629
FP011913_ASIC3_1	promoter	54704	62259	79497
FP017226_CDCA3_1	promoter	54546	64696	70736
FP000990_TTC4_1	promoter	54168	67119	91018
FP026470_ZNF581_3	promoter	54099	61692	80595
FP012207_BNIP3L_1	promoter	53369	60493	78307
FP000444_TMEM50A_1	promoter	53268	60693	79695
FP009776_UBR2_1	promoter	53166	65403	88649
FP003531_WDR54_1	promoter	52758	58155	72248
FP015207_FAM53B_5	promoter	52666	59219	75780
FP010616_GET4_6	promoter	52638	62722	84284
FP023301_TUBG2_1	promoter	52508	63742	82537
FP023276_RAB5C_1	promoter	52047	61077	80469
FP012172_TNFRSF10C_1	promoter	52015	64544	88082
FP011461_ACHE_3	promoter	51989	57844	72820
FP021221_HAGH_2	promoter	51683	58437	76731
FP008089_MRPS27_1	promoter	51461	63770	86333
FP027691_C21orf2_1	promoter	51293	58938	73016
FP006713_LAP3_1	promoter	51007	56430	70950
FP019632_C14orf39_1	promoter	50536	56663	75473
FP028630_MAP7D2_1	promoter	50405	52853	65832
FP021810_VPS35_1	promoter	50212	57589	74180
FP013702_PRPF4_1	promoter	49584	56518	72885
FP011086_ZNF92_1	promoter	49378	59656	81273
FP011652_IQUB_2	promoter	48937	58720	75643
FP002328_DHX9_1	promoter	48710	52375	67007
FP004896_BRPF1_1	promoter	48693	57746	78211
FP022842_GID4_2	promoter	48441	53617	68075
FP011575_PNPLA8_1	promoter	48433	56922	75160
FP012415_RPS20_1	promoter	48193	54113	70429
FP006881_LNX1_2	promoter	48092	57000	75013
FP024678_TCF3_3	promoter	47701	52566	66151
FP022836_RAI1_2	promoter	47355	55054	72153
FP010538_SOD2_2	promoter	47322	53647	68369
FP028458_SBF1_2	promoter	47254	55584	69499
FP022753_ADPRM_1	promoter	46973	55980	74800
FP018684_EP400_2	promoter	46111	51012	65628
FP003479_NAGK_2	promoter	46033	51315	64454
FP001916_DAP3_1	promoter	45860	51975	67820
FP024493_KDSR_2	promoter	45516	51516	64212
FP019676_ZBTB1_2	promoter	45498	77065	120007
FP022223_GAN_1	promoter	45305	53370	71766
FP000110_KCNAB2_1	promoter	45302	51443	64184
FP002867_EXO1_1	promoter	45215	53020	70013
FP008992_UIMC1_1	promoter	45192	49198	63690
FP018612_RSRC2_1	promoter	44813	50595	68405
FP003118_DNAJC5G_1	promoter	44707	53264	72444
FP013393_CEP78_1	promoter	44571	50076	64419
FP000771_CFAP57_1	promoter	44456	50190	65883
FP004331_PMS1_1	promoter	44445	48211	59218
FP005447_TEX264_1	promoter	44416	47741	59536
FP001828_C1orf43_2	promoter	44334	53827	73306
FP014903_RRP12_2	promoter	44321	47964	60147
FP018296_CDK17_2	promoter	44273	64583	86832
FP000109_KCNAB2_3	promoter	44236	48280	54096
FP011804_MRPS33_1	promoter	43911	49973	65737
FP009471_MSH5_1	promoter	43739	50602	67104
FP008161_THBS4_2	promoter	43724	52318	70741
FP027292_STX16_5	promoter	43510	53414	70365
FP023604_STXBP4_1	promoter	43333	51755	68764
FP000676_EPHA10_2	promoter	43231	45749	54607
FP009512_SKIV2L_1	promoter	43201	47761	62369
FP019389_DHRS1_1	promoter	43004	49508	63215
FP016247_POLA2_1	promoter	42909	48429	63070
FP018059_ATP23_1	promoter	42761	49220	62499
FP021054_CHD2_3	promoter	42728	51116	69515
FP023027_ZNF207_1	promoter	42659	52156	72685
FP026798_MGME1_2	promoter	42507	50757	68453
FP025142_CCDC130_1	promoter	42425	51410	69990
FP028439_TRABD_2	promoter	42405	47753	61555
FP005001_CCDC174_1	promoter	41946	53023	73349
FP011141_LAT2_2	promoter	41906	49136	63171
FP010506_TFB1M_1	promoter	41638	47447	62608
FP009377_IER3_1	promoter	41461	47884	63597
FP027726_SPATC1L_1	promoter	41232	45780	56833
FP010038_RWDD2A_1	promoter	41203	46032	60223
FP006524_NCBP2_1	promoter	41109	43608	54209
FP015691_SLC5A12_2	promoter	40901	50251	67835
FP020606_TPM1_3	promoter	40774	48834	63038
FP008053_SLC30A5_1	promoter	40770	47931	63544
FP028837_PPP1R3F_1	promoter	40724	42983	52443
FP013092_NFIB_5	promoter	40292	50739	71002
FP022678_NAA38_4	promoter	40283	45951	58298
FP005351_IMPDH2_1	promoter	40098	44388	57877
FP025896_ZNF234_1	promoter	39459	50436	70194
FP019423_G2E3_1	promoter	39281	48036	66598
FP014501_VSTM4_2	promoter	39142	49366	65041
FP000524_PTAFR_1	promoter	39129	43396	56074
FP018944_MED4_1	promoter	38811	42786	56588
FP028327_CCDC134_1	promoter	38630	44458	59054
FP022110_AARS_1	promoter	38630	44068	59153
FP009209_NOL7_1	promoter	38588	47284	65160
FP009654_ARMC12_2	promoter	38364	44329	57437
FP015360_PNPLA2_1	promoter	38241	45002	58722
FP021536_VWA3A_2	promoter	38192	49712	68026
FP004417_NDUFB3_2	promoter	37854	44157	58018
FP023272_DHX58_1	promoter	37569	51946	69591
FP025163_DDX39A_1	promoter	37498	44933	61764
FP004570_CTDSP1_2	promoter	37187	44860	61934
FP024472_SEC11C_1	promoter	37123	42068	54959
FP000940_ORC1_1	promoter	36895	44510	61982
FP027759_TUBA8_1	promoter	36654	43659	55992
FP002677_RAB3GAP2_1	promoter	36641	42938	55847
FP018571_ANAPC5_1	promoter	36572	42130	56005
FP024999_PDE4A_3	promoter	36387	42680	56307
FP007403_SCLT1_1	promoter	36116	40798	54001
FP004999_GRIP2_1	promoter	36074	44374	59626
FP000998_PLPP3_4	promoter	36043	53584	71305
FP001013_FGGY_2	promoter	35999	41439	56173
FP002188_XCL1_3	promoter	35903	42928	57678
FP019533_NIN_1	promoter	35837	41413	53274
FP016050_RAB3IL1_2	promoter	35821	43571	58592
FP016812_DLAT_1	promoter	35747	42337	57645
FP018945_SUCLA2_1	promoter	35741	41399	54215
FP012959_GPAA1_1	promoter	35578	38444	47756
FP012425_SDCBP_1	promoter	35518	39541	50574
FP006057_NCK1_1	promoter	35518	40425	52439
FP000082_FAM213B_2	promoter	35424	41763	50967
FP015128_SHTN1_1	promoter	35299	52902	66713
FP025976_DMWD_3	promoter	35215	39667	50853
FP000199_EXOSC10_1	promoter	35180	39960	50858
FP011584_ZNF277_1	promoter	35134	40336	53984
FP022405_TSR1_1	promoter	34660	43235	58234
FP024583_ADNP2_1	promoter	34564	45467	60727
FP021321_ZNF174_1	promoter	34411	38404	47523
FP003158_FOSL2_1	promoter	34353	45699	61117
FP023460_LRRC46_1	promoter	34286	40925	54543
FP026983_CPNE1_2	promoter	34213	38986	51151
FP015153_TIAL1_1	promoter	34178	39824	51316
FP006783_FAM114A1_2	promoter	33959	39218	51246
FP011105_TMEM248_1	promoter	33897	38773	49827
FP004272_UBE2E3_1	promoter	33806	37394	46075
FP019173_TEX29_1	promoter	33782	38432	50189
FP025780_TGFB1_1	promoter	33758	46810	59630
FP025397_ZNF714_3	promoter	33634	41032	56415
FP011485_SH2B2_1	promoter	33602	36924	46471
FP027107_SYS1_2	promoter	33574	39456	51259
FP022804_UBB_2	promoter	33497	42710	58919
FP010010_TMEM30A_1	promoter	33456	42906	54781
FP018092_WIF1_2	promoter	33445	36075	44649
FP009228_CAP2_2	promoter	33338	37291	47276
FP000351_MUL1_1	promoter	33281	37664	48054
FP025519_RBM42_1	promoter	33152	38369	50919
FP027673_RRP1B_1	promoter	33038	38049	47924
FP011854_PDIA4_2	promoter	32991	37910	49175
FP010082_RNGTT_1	promoter	32934	39140	54163
FP014513_WASHC2A_1	promoter	32926	36565	44561
FP010652_NUDT1_2	promoter	32899	38209	50377
FP013834_RPL12_1	promoter	32845	37353	48765
FP022292_KLHDC4_2	promoter	32653	37733	49528
FP018710_ZNF26_1	promoter	32586	38304	51113
FP010767_ITGB8_1	promoter	32518	40253	55701
FP009583_SLC39A7_1	promoter	32459	48283	64589
FP025955_FOSB_2	promoter	32413	38102	49859
FP000223_MTHFR_2	promoter	32344	36014	45944
FP026928_SNTA1_3	promoter	32266	37128	48187
FP010039_ME1_1	promoter	32255	34260	42073
FP022912_NLK_1	promoter	32159	37329	48854
FP010607_PDGFA_1	promoter	32115	36880	48043
FP002912_ZNF669_1	promoter	32060	37936	51318
FP017089_NCAPD3_1	promoter	32034	41855	57518
FP024287_TAF4B_1	promoter	32012	37417	50124
FP026797_SNX5_1	promoter	31970	36988	50752
FP014760_SNCG_2	promoter	31926	37898	52187
FP003523_MOB1A_1	promoter	31914	38572	51777
FP019712_GPHN_1	promoter	31828	33348	40459
FP016335_RBM14_2	promoter	31800	35991	45443
FP014788_FAS_3	promoter	31627	49835	72366
FP013244_RUSC2_3	promoter	31585	39286	55083
FP012376_UBE2V2_1	promoter	31525	36299	47188
FP018048_TSFM_2	promoter	31521	37753	51320
FP006003_NEK11_1	promoter	31484	37648	50388
FP014697_KAT6B_3	promoter	31449	37402	49613
FP024249_SNRPD1_1	promoter	31342	34866	45901
FP026015_ZC3H4_2	promoter	31312	32225	40532
FP020272_GPR176_1	promoter	31293	37728	49666
FP025042_TMEM205_1	promoter	31283	34327	43663
FP004974_RAF1_1	promoter	31127	35988	48159
FP024600_FSTL3_1	promoter	31095	34792	42270
FP026925_CBFA2T2_2	promoter	30962	35198	45692
FP009607_KIFC1_1	promoter	30949	36511	48219
FP023543_SPOP_1	promoter	30937	35581	46541
FP018627_PITPNM2_1	promoter	30875	35122	45857
FP021202_PTX4_1	promoter	30795	35834	48412
FP027938_GUCD1_1	promoter	30787	35507	47709
FP019981_PRIMA1_2	promoter	30726	33987	43447
FP003776_MFSD9_1	promoter	30632	35422	46960
FP007900_PTGER4_2	promoter	30586	32348	40126
FP010203_FYN_1	promoter	30544	33647	42714
FP004549_TNS1_1	promoter	30541	36071	47340
FP012624_RBM12B_1	promoter	30285	36131	47921
FP018425_FAM222A_1	promoter	30223	43035	61124
FP003330_PSME4_1	promoter	30213	34659	44289
FP019837_JDP2_2	promoter	30203	34635	46668
FP024575_TXNL4A_1	promoter	30139	33454	40552
FP014895_SLIT1_2	promoter	30118	34196	44814
FP024087_MAFG_5	promoter	30069	34474	44825
FP005980_CNBP_1	promoter	30060	34567	44310
FP028707_RPGR_1	promoter	29919	32140	40331
FP028176_SH3BP1_5	promoter	29830	34395	45480
FP010151_RTN4IP1_1	promoter	29743	37322	51877
FP013071_UHRF2_1	promoter	29728	35226	45835
FP004403_SGO2_1	promoter	29709	32991	42783
FP021537_EEF2K_1	promoter	29629	32896	41297
FP021611_NUPR1_1	promoter	29600	37881	52072
FP021153_WDR90_2	promoter	29544	32396	41762
FP001548_FAM46C_1	promoter	29374	33798	43753
FP028990_GCNA_1	promoter	29292	36855	50210
FP013007_ZNF7_1	promoter	28986	30962	35473
FP022657_TP53_1	promoter	28978	35727	49126
FP003146_MRPL33_2	promoter	28947	34051	44426
FP022039_NUTF2_1	promoter	28879	35302	47417
FP027368_YTHDF1_1	promoter	28822	31831	39863
FP026345_ZNF331_4	promoter	28800	30466	37636
FP014671_USP54_1	promoter	28659	33966	45784
FP009663_MAPK13_3	promoter	28653	34256	45944
FP015056_GSTO2_1	promoter	28629	36687	49374
FP010948_STARD3NL_1	promoter	28606	34749	46696
FP023526_IGF2BP1_1	promoter	28543	32110	42688
FP013711_C9orf43_1	promoter	28503	33269	43406
FP023206_RARA_2	promoter	28414	32832	43280
FP015814_TP53I11_3	promoter	28359	43295	60383
FP013572_TGFBR1_1	promoter	28310	33537	42015
FP016053_BEST1_2	promoter	28254	35474	47439
FP018291_LTA4H_1	promoter	28250	31684	40386
FP022798_ZSWIM7_1	promoter	28151	29234	35663
FP005062_NKIRAS1_1	promoter	28060	34479	48724
FP018539_RPLP0_1	promoter	27974	33041	44778
FP008058_CDK7_1	promoter	27974	35392	48905
FP025806_RPS19_1	promoter	27932	32973	45514
FP021788_FUS_1	promoter	27835	32863	45247
FP009892_CENPQ_1	promoter	27823	31056	39259
FP020033_BDKRB2_8	promoter	27792	42210	55487
FP012048_TNKS_1	promoter	27751	33357	44183
FP019480_TRAPPC6B_1	promoter	27750	33149	44994
FP003558_AUP1_2	promoter	27726	34406	46585
FP021770_STX4_1	promoter	27698	32965	45553
FP022415_RAP1GAP2_1	promoter	27586	32497	41958
FP009440_BAG6_4	promoter	27548	29775	38672
FP007566_NAF1_1	promoter	27522	33236	45516
FP006789_RFC1_1	promoter	27344	32193	42772
FP002825_TOMM20_1	promoter	27285	32811	43368
FP013120_ACER2_1	promoter	27260	31636	41873
FP001523_CSDE1_1	promoter	27192	32964	44280
FP008054_CCNB1_2	promoter	27078	30546	40442
FP026153_RPL13A_1	promoter	27005	33756	46974
FP027469_ADAMTS5_1	promoter	26959	32938	44776
FP007865_NADK2_1	promoter	26955	31919	42388
FP019017_DIAPH3_2	promoter	26837	31332	40312
FP019642_SLC38A6_2	promoter	26788	29995	38290
FP014663_FAM149B1_1	promoter	26782	32496	44201
FP017944_NABP2_1	promoter	26705	31922	45339
FP027833_AIFM3_2	promoter	26649	32536	41693
FP023605_STXBP4_2	promoter	26529	31733	39958
FP028178_PDXP_1	promoter	26493	31089	41668
FP024584_ADNP2_2	promoter	26342	28526	28284
FP027579_TTC3_1	promoter	26320	36079	47399
FP001345_DBT_1	promoter	26306	29606	39807
FP015189_C10orf88_2	promoter	26199	32397	42493
FP008553_CXXC5_3	promoter	26199	29115	36948
FP002942_RPS7_1	promoter	26165	32493	45011
FP023997_TK1_1	promoter	26156	30159	38879
FP022494_SPAG7_3	promoter	26124	28015	36609
FP019844_TTLL5_2	promoter	26041	30066	38995
FP001165_ADGRL2_2	promoter	25966	32025	43876
FP025677_MRPS12_1	promoter	25917	31270	41969
FP006857_OCIAD1_1	promoter	25841	29767	38919
FP009003_RAB24_1	promoter	25790	28151	34494
FP011663_ARF5_1	promoter	25786	29960	37597
FP010974_HECW1_2	promoter	25731	29157	38315
FP003942_POTEI_1	promoter	25637	27008	32304
FP027918_CABIN1_2	promoter	25606	25935	31349
FP024753_DOHH_2	promoter	25603	32471	45407
FP023202_RAPGEFL1_2	promoter	25410	30219	38052
FP016567_RSF1_2	promoter	25403	29165	37902
FP005987_MBD4_2	promoter	25357	30075	39830
FP024152_ENOSF1_1	promoter	25290	28605	36435
FP024333_ZNF397_1	promoter	25153	30361	39934
FP026495_ZNF582_2	promoter	25145	28696	37984
FP010591_WDR27_3	promoter	25131	29309	38499
FP025080_ZNF563_2	promoter	25030	31118	42998
FP015085_GPAM_1	promoter	25022	26772	33718
FP016110_NXF1_2	promoter	24917	28293	36769
FP011343_ARPC1A_3	promoter	24767	29693	40239
FP026529_ZNF419_1	promoter	24764	28773	39520
FP007070_FRAS1_1	promoter	24762	29477	38906
FP025811_RABAC1_1	promoter	24731	27417	34957
FP020288_PAK6_9	promoter	24724	28433	37899
FP020030_BDKRB2_1	promoter	24653	29996	40479
FP000496_TRNP1_2	promoter	24641	26974	33275
FP009054_HNRNPH1_1	promoter	24621	29471	40400
FP026428_DNAAF3_1	promoter	24552	29195	38557
FP010618_GET4_3	promoter	24534	28298	35815
FP023973_MFSD11_3	promoter	24512	26880	34216
FP023248_EIF1_1	promoter	24352	27210	35199
FP024342_GALNT1_2	promoter	24313	26721	34136
FP000759_YBX1_1	promoter	24219	30114	40681
FP022832_PEMT_2	promoter	24202	28034	35766
FP001420_GSTM1_4	promoter	24099	28987	38405
FP014142_FAM166A_1	promoter	23845	27741	36206
FP021347_CORO7_2	promoter	23691	28712	37623
FP000338_TMCO4_3	promoter	23607	26920	35026
FP014283_RSU1_1	promoter	23576	27575	35945
FP023043_CCT6B_1	promoter	23573	27531	37965
FP027851_MAPK1_1	promoter	23542	25720	31494
FP004533_ATIC_1	promoter	23533	26850	34700
FP006919_PPAT_1	promoter	23469	26701	35713
FP007263_INTS12_1	promoter	23373	30747	45279
FP000808_SLC6A9_3	promoter	23290	28018	36669
FP000935_BTF3L4_1	promoter	23277	27751	35800
FP028135_FOXRED2_1	promoter	23260	25570	31476
FP022495_SPAG7_2	promoter	23211	34327	47635
FP010114_GPR63_1	promoter	23158	25832	34322
FP023939_GALR2_3	promoter	23109	24412	30208
FP027288_VAPB_1	promoter	23074	25648	30915
FP027082_PKIG_1	promoter	23030	25700	33912
FP005475_TWF2_1	promoter	23023	24354	29677
FP022121_MTSS1L_1	promoter	23021	25518	31778
FP009724_UNC5CL_1	promoter	22885	28066	37251
FP026793_DSTN_1	promoter	22825	26149	33506
FP002674_EPRS_1	promoter	22803	26360	34453
FP016145_COX8A_1	promoter	22756	28274	40668
FP008444_UQCRQ_1	promoter	22753	28070	37929
FP005304_MAP4_2	promoter	22740	25978	33315
FP007279_SGMS2_1	promoter	22736	27564	38256
FP022074_CDH1_1	promoter	22703	25480	32177
FP004950_GHRL_4	promoter	22699	34328	44502
FP016736_AASDHPPT_1	promoter	22630	26410	34793
FP005196_NKTR_1	promoter	22617	26676	34626
FP006623_GRK4_1	promoter	22593	26698	34176
FP014146_EHMT1_1	promoter	22532	25969	34648
FP015159_SEC23IP_1	promoter	22511	26074	33468
FP002613_KCNH1_1	promoter	22510	24704	31378
FP026364_TFPT_1	promoter	22496	25593	34431
FP004598_NHEJ1_1	promoter	22476	25305	32264
FP020035_BDKRB2_4	promoter	22410	27180	36376
FP007404_C4orf33_2	promoter	22409	26087	33805
FP028289_SGSM3_3	promoter	22375	25997	34652
FP018607_VPS33A_1	promoter	22240	27007	35121
FP004410_CLK1_1	promoter	22127	24057	30719
FP006118_C3orf58_2	promoter	22118	23827	30558
FP002655_CENPF_1	promoter	22036	28238	39921
FP012234_ELP3_1	promoter	22023	24449	31673
FP022949_KIAA0100_2	promoter	21987	34464	47408
FP022058_DUS2_1	promoter	21961	25649	33425
FP003450_GMCL1_1	promoter	21925	23845	31508
FP007991_GPBP1_1	promoter	21899	24261	31593
FP018449_TCTN1_1	promoter	21861	22776	28628
FP014307_NSUN6_2	promoter	21819	24937	31330
FP027303_NPEPL1_6	promoter	21813	23961	30256
FP019318_PABPN1_3	promoter	21802	30380	41560
FP022162_WDR59_1	promoter	21743	25705	33517
FP008193_RASA1_3	promoter	21713	25683	35069
FP015548_DENND5A_1	promoter	21678	25927	33428
FP024372_C18orf25_2	promoter	21653	25375	32724
FP007056_STBD1_3	promoter	21603	25043	34291
FP028566_OFD1_1	promoter	21586	25303	34613
FP011455_SLC12A9_1	promoter	21571	25994	33523
FP016338_SPTBN2_1	promoter	21491	24286	29094
FP024740_AES_4	promoter	21486	24397	31967
FP001527_TSPAN2_1	promoter	21428	25181	32044
FP028262_SYNGR1_2	promoter	21422	26551	36191
FP021339_TFAP4_3	promoter	21354	24547	32071
FP012676_NIPAL2_1	promoter	21319	24603	32320
FP010742_TSPAN13_2	promoter	21281	24265	32185
FP024065_HGS_1	promoter	21216	24336	33616
FP017915_PYM1_3	promoter	21151	32710	43773
FP000941_PRPF38A_1	promoter	21119	26833	37719
